Word frequencies in bible.txt
word     frequency
thickets     4
pits     6
supplication     39
leadeth     14
shual     2
smith     3
swords     23
spears     16
sharpen     2
share     1
coulter     1
mattock     2
file     1
mattocks     2
coulters     1
forks     1
axes     7
goads     2
armour     21
migron     2
ahiah     4
ahitub     15
ichabods     1
wearing     3
bozez     1
seneh     1
situate     3
restraint     1
holes     12
climbed     2
acre     1
watchmen     10
beating     3
withdraw     11
discomfiture     1
tasted     8
honeycomb     9
enlightened     6
haply     6
flew     2
disperse     8
saveth     7
rescued     3
zobah     11
ishui     1
melchishua     2
merab     3
michal     18
ahinoam     7
ahimaaz     15
abner     62
ner     16
valiant     32
infant     2
telaim     1
spared     11
fatlings     5
performed     21
bleating     1
witchcraft     3
idolatry     5
delicately     4
reigning     1
bethlehemite     4
ruddy     4
troubleth     10
player     1
prudent     24
comely     16
shochoh     2
ephesdammim     1
champion     3
goliath     6
helmet     8
mail     2
greaves     1
target     3
weavers     5
philistine     33
cheeses     1
fare     3
fighting     3
trench     8
enrich     2
eliabs     1
naughtiness     3
paw     2
scrip     7
disdained     2
slang     1
sunk     6
sheath     8
shaaraim     2
chasing     1
stripling     1
behaved     9
singing     29
tabrets     5
joy     165
musick     16
ascribed     2
avoided     1
adriel     2
meholathite     2
twain     16
expired     9
davids     50
delighted     12
seeketh     41
theeward     1
slipped     2
pillow     3
bolster     6
naioth     6
sechu     1
step     2
determined     30
missed     3
ezel     1
expressly     3
something     8
arrow     12
jonathans     3
artillery     1
exceeded     3
nob     6
ahimelech     15
meeting     2
whereabout     1
detained     1
doeg     5
slewest     1
achish     21
behaviour     3
feigned     3
scrabbled     1
spittle     3
debt     6
discontented     1
forest     37
hareth     1
sorry     14
bidding     1
impute     3
sucklings     4
abiathar     30
occasioned     1
safeguard     1
threshingfloors     2
practised     2
forbare     3
ziphites     2
hachilah     3
haunt     3
subtilly     3
lurking     3
hideth     16
invaded     4
selahammahlekoth     1
sheepcotes     1
huntest     2
ancients     10
flea     2
shearing     1
nabal     18
abigail     17
churlish     1
greet     16
shearers     3
missing     2
nabals     4
railed     3
raisins     4
covert     8
pisseth     5
withholden     10
offence     19
causeless     2
hurting     1
pleaded     3
phalti     1
gallim     2
abishai     25
zeruiah     26
joab     137
sleeping     6
stuck     3
cruse     8
answerest     6
partridge     2
fool     66
faithfulness     19
despair     3
maoch     1
jezreelitess     5
carmelitess     2
gezrites     1
road     1
jerahmeelites     2
warfare     5
assuredly     9
gilboa     8
disguised     5
happen     4
disquieted     6
answereth     13
obeyedst     2
executedst     1
compelled     6
kneaded     3
carmelite     5
stoning     1
ahimelechs     1
besor     3
belongest     1
amalekite     3
agone     1
invasion     1
cherethites     9
twilight     7
recovered     7
tarrieth     2
siphmoth     1
rachal     1
chorashan     1
athach     1
hit     2
abuse     3
bethshan     3
leaned     4
bracelet     1
streets     65
triumph     10
vilely     1
lovely     4
swifter     6
delights     6
ishbosheth     12
ashurites     2
pool     20
helkathhazzurim     1
asahel     18
roe     7
ammah     1
giah     1
bithron     1
abners     1
weaker     3
amnon     25
chileab     1
absalom     103
maacah     3
geshur     8
adonijah     26
haggith     5
shephatiah     12
abital     2
ithream     2
eglah     2
rizpah     4
aiah     5
chargest     1
translate     1
espoused     5
phaltiel     1
bahurim     5
communication     5
deceive     24
sirah     1
quietly     2
leaneth     1
bier     2
fellest     1
notice     2
baanah     10
rechab     11
beerothite     4
beerothites     1
gittaim     2
mephibosheth     15
adversity     10
thinking     2
leddest     5
zion     150
getteth     9
gutter     1
fort     6
hiram     22
carpenters     8
masons     5
shammuah     1
shobab     4
nathan     42
solomon     275
ibhar     3
elishua     2
eliada     3
eliphalet     2
rephaim     6
baalperazim     4
mulberry     4
bestir     1
gazer     2
baale     1
uzzah     4
ahio     6
accompanying     1
fir     20
harps     20
psalteries     14
cornets     2
cymbals     16
nachons     1
shook     12
error     13
perezuzzah     1
obededom     20
gittite     8
paces     1
shouting     15
leaping     4
flagon     2
shamelessly     1
base     18
sheepcote     2
telleth     6
stablish     12
chasten     6
redeemedst     1
confirmed     12
prayer     107
methegammah     1
casting     21
lines     2
hadadezer     9
syrians     44
succour     3
garrisons     7
shields     22
betah     1
berothai     1
toi     3
joram     8
jehoshaphat     73
ahilud     5
recorder     7
zadok     51
seraiah     18
scribe     42
benaiah     42
jehoiada     44
pelethites     7
ziba     16
lodebar     3
micha     4
hanun     11
thinkest     9
comforters     5
beards     4
buttocks     3
zoba     2
ishtob     2
front     2
hadarezer     12
helam     2
shobach     2
besieged     15
eveningtide     2
bathsheba     10
eliam     2
uriah     27
letter     29
hottest     1
retire     2
approached     1
jerubbesheth     1
shooters     1
devoureth     10
traveller     2
fourfold     2
blaspheme     10
uriahs     1
whispered     1
jedidiah     1
saws     3
harrows     2
brickkiln     3
jonadab     12
shimeah     4
absaloms     5
amnons     3
fools     49
sending     14
bolt     1
robes     11
apparelled     2
bolted     1
baalhazor     1
chargeable     5
mule     9
tare     3
suppose     10
longed     8
tekoah     3
feign     3
mourner     1
quench     12
coal     4
whoever     1
revengers     1
faulty     2
banished     2
spilt     1
comfortable     2
thanked     3
polled     3
joabs     8
deputed     1
simplicity     5
ahithophel     20
gilonite     2
counsellor     14
conspiracy     5
ittai     8
exile     2
kidron     7
certify     5
olivet     2
barefoot     4
conspirators     1
foolishness     20
hushai     14
archite     5
defeat     2
zadoks     1
abiathars     1
bunches     3
humbly     2
threw     5
counselled     4
oracle     17
handed     1
chafed     1
whelps     10
generally     2
intent     10
wench     1
amasa     16
ithra     1
shobi     1
barzillai     12
rogelim     2
beans     2
pulse     3
cheese     2
gently     2
otherwise     15
falsehood     14
darts     4
lifetime     3
cushi     10
overran     1
watchman     15
apace     3
porter     5
thinketh     6
weepeth     3
mourneth     11
victory     12
stealth     1
hatest     6
regardest     4
comfortably     5
conduct     3
ferry     1
boat     6
perversely     3
trimmed     2
slandered     1
aged     9
chimham     4
conducted     2
cost     4
fiercer     1
bichri     8
favoureth     1
wallowed     2
bethmaachah     2
berites     1
battered     1
adoram     2
sheva     2
ira     6
jairite     1
gibeonites     6
zeal     14
devised     12
armoni     1
ishbibenob     1
giant     8
succoured     2
gob     2
sibbechai     2
hushathite     5
saph     1
elhanan     4
jaareoregim     1
fingers     15
fortress     15
saviour     36
savest     3
waves     26
ungodly     27
prevented     9
pavilions     3
skies     5
brightness     22
lightning     13
channels     3
rebuking     2
cleanness     5
unsavoury     2
haughty     10
buckler     11
hinds     7
teacheth     16
steel     4
gentleness     4
slip     5
stamp     2
mire     15
strivings     3
fade     6
avengeth     2
violent     10
thanks     73
psalmist     1
ruleth     14
ruling     3
shining     11
tachmonite     1
adino     1
eznite     1
ahohite     5
agee     1
hararite     5
defended     2
jeopardy     6
lionlike     2
harodite     2
elika     1
helez     5
paltite     1
ikkesh     3
tekoite     3
anethothite     1
mebunnai     1
maharai     3
netophathite     7
heleb     1
ribai     2
hiddai     1
abialbon     1
arbathite     2
azmaveth     8
barhumite     1
eliahba     2
shaalbonite     2
jashen     1
ahiam     2
sharar     1
eliphelet     6
ahasbai     1
maachathite     3
hezrai     1
paarai     1
arbite     1
bani     15
gadite     1
zelek     2
nahari     1
ithrite     4
gareb     3
tahtimhodshi     1
danjaan     1
advise     3
threshingplace     1
araunah     9
cherish     1
abishag     5
shunammite     5
cherished     1
conferred     4
rei     1
zoheleth     1
offenders     1
piped     4
pipes     6
guests     6
uproar     8
bringest     5
rejoicing     28
feareth     20
turnest     3
oughtest     4
barest     3
protested     3
affinity     3
lengthen     2
considered     16
yearned     1
azariah     41
elihoreph     1
shisha     1
scribes     70
zabud     1
ahishar     1
adoniram     2
abda     2
dekar     1
makaz     1
elonbethhanan     1
hesed     1
aruboth     1
sochoh     1
taphath     1
baana     2
zartanah     1
geber     2
ramothgilead     15
ahinadab     1
iddo     14
basmath     1
aloth     1
paruah     1
solomons     25
pastures     11
harts     2
roebucks     1
fallowdeer     1
fatted     5
tiphsah     1
stalls     4
dromedaries     3
largeness     1
excelled     1
wiser     8
ethan     7
ezrahite     1
heman     16
chalcol     1
darda     1
mahol     1
springeth     3
lover     4
occurrent     1
skill     7
convey     2
floats     2
discharged     1
costly     6
builders     13
hirams     1
stonesquarers     1
eightieth     1
zif     2
chambers     66
nethermost     1
narrowed     1
rests     1
beams     12
winding     3
stairs     9
ceiling     1
inside     1
planks     3
partition     2
wing     13
inner     36
figures     3
floors     2
carvings     1
folding     4
fitted     3
bul     1
ranks     4
square     3
sawed     1
coping     1
worker     1
chapiter     10
nets     13
checker     1
wreaths     3
lily     5
compassing     3
lilies     10
contained     5
baths     9
bases     13
ledges     5
additions     2
undersetters     4
addition     1
gravings     1
axletrees     2
wheel     15
naves     1
felloes     1
spokes     1
graved     2
proportion     3
lavers     5
networks     3
clay     33
zarthan     1
unweighed     1
hinges     2
ethanim     1
sacrificing     2
settled     6
keepest     4
promisedst     3
contain     7
prayeth     7
condemning     2
justifying     2
afflictest     1
caterpiller     5
calleth     30
maintain     10
bethink     2
kneeling     3
joyful     25
perpetually     3
hiss     12
furnished     6
sixscore     2
tadmor     2
bondservice     1
navy     6
eziongeber     3
eloth     3
shipmen     3
queen     53
questions     14
train     3
attendance     4
ministers     26
cupbearers     2
exceedeth     1
almug     3
singers     38
bounty     3
merchants     29
arabia     8
targets     3
pound     10
ivory     13
stays     4
tharshish     4
apes     2
peacocks     3
bestowed     12
sycomore     7
yarn     4
princesses     1
ashtoreth     2
goddess     5
milcom     2
jerusalems     3
tahpenes     3
genubath     2
rezon     1
eliadah     1
jeroboam     78
nebat     13
zereda     1
zeruah     1
industrious     1
ahijah     19
shilonite     5
clad     2
shishak     7
rehoboam     50
lighter     5
consulted     13
thicker     2
chastised     6
whips     4
warriors     2
shemaiah     41
josiah     40
pull     15
refresh     3
lied     4
disobeyed     1
disobedient     13
samaria     75
abijah     20
disguise     3
cracknels     1
jeroboams     2
feignest     2
reed     32
chronicles     16
ammonitess     4
sodomites     3
abijam     5
eighteenth     8
abishalom     2
asa     59
idol     15
asas     1
baasha     27
benhadad     21
tabrimon     1
hezion     1
ijon     2
abelbethmaachah     1
cinneroth     1
exempted     1
diseased     8
provocation     8
jehu     17
hanani     11
arza     1
kinsfolks     2
omri     17
palace     46
treason     3
tibni     3
ginath     2
shemer     2
ahab     66
jezebel     15
ethbaal     1
hiel     1
bethelite     1
segub     3
elijah     45
tishbite     3
cherith     2
ravens     5
zarephath     3
sustain     4
barrel     3
loft     2
obadiah     20
jezebels     1
halt     6
opinions     1
baals     1
sleepeth     7
lancets     1
gushed     5
midday     3
barrels     1
licked     4
ariseth     11
stop     6
juniper     4
earthquake     16
hazael     5
nimshi     2
elisha     3
escapeth     6
plowing     4
boiled     2
girdeth     4
harness     5
boast     20
provinces     30
busy     1
decided     1
naboth     19
jezreelite     6
govern     3
letters     32
ahabs     1
seal     26
witnessed     4
abominably     1
humbleth     7
micaiah     18
